0.027939,0.28075,0.016402
0.01112,NaN,6.0354e-05
0.15797,0.20014,0.21597
0.64386,NaN,NaN
0.59644,1.1865e-10,NaN
0.91138,0.29917,NaN
0.3277,NaN,0.19922
0.1952,0.049353,0.24052
0.94122,0.97489,0.63343
0.71147,0.6921,0.067139
0.67664,0.72987,NaN
0.10968,0.082721,NaN
0.96126,0.44243,NaN
0.31559,0.93732,NaN
0.79569,0.69739,0.87254
0.30254,4.525e-08,0.077966
0.00026653,0.096092,NaN
