0.90838,NaN,NaN
0.020681,NaN,0.69357
0.30688,NaN,NaN
0.1974,NaN,0.024347
0.13891,NaN,NaN
0.99146,NaN,0.0012676
0.92548,NaN,NaN
0.97777,NaN,0.0087397
0.47288,NaN,0.0056488
0.26196,NaN,0.067139
0.89455,NaN,NaN
0.17943,NaN,0.62264
0.85504,NaN,NaN
0.59227,NaN,NaN
0.14901,NaN,0.65871
0.033648,NaN,NaN
0.00026653,NaN,NaN
