NaN,NaN
2,219
NaN,NaN
3,97
NaN,NaN
3,250
NaN,NaN
2,226
2,256
2,102
NaN,NaN
2,90
NaN,NaN
NaN,NaN
9,134
NaN,NaN
NaN,NaN
