0.92842,0.7511,NaN
0.74412,NaN,0.062506
0.18165,0.84902,NaN
0.72203,NaN,0.55159
0.14142,0.14142,NaN
0.19206,NaN,NaN
0.097143,0.28008,NaN
0.64703,0.0063315,0.038895
0.54808,0.41497,0.33881
0.82586,0.13026,NaN
0.56358,0.87173,NaN
0.97832,0.93435,0.17781
0.79746,0.92041,NaN
0.74828,0.82092,NaN
0.88226,0.41398,0.48015
0.91776,0.70246,NaN
0.00026653,0.0036064,NaN
